Project name,Repo url,Commit url,Commit hash,Commit message,Commit date,Filename,Buggy file url,Fixed file url,Diff,Buggy line number,Buggy line,Fixed line
github-reader,https://github.com/azu/github-reader,https://github.com/azu/github-reader/commit/6d08357dba187aa5da8056a30ba8a24faa2c4f99,6d08357dba187aa5da8056a30ba8a24faa2c4f99,"fix(github): fix request for notification api.

fix wrong parameter handling",2014-04-27 23:34:34+09:00,github-client.js,https://github.com/azu/github-reader/raw/9f48abfd0cf1f8f40a034e1e0de922a447ebbb24/app/js/github/github-client.js,https://github.com/azu/github-reader/raw/6d08357dba187aa5da8056a30ba8a24faa2c4f99/app/js/github/github-client.js,"@@ -33,7 +33,7 @@ GithubClientPromise.prototype.notificationsAsPromise = function () {
     var client = this.client;
     return new Promise(function (resolve, reject) {
         var options = {
-            ""all"": true
+            all : true
         };
         var lastUpdated = require(""../config/reloadTimer"").getLastUpdated();
         if (lastUpdated) {
",36,"""all"": true",all : true
github-reader,https://github.com/azu/github-reader,https://github.com/azu/github-reader/commit/5e5d03c2a5b5984205f076b404fb15664190f9e7,5e5d03c2a5b5984205f076b404fb15664190f9e7,fix(list): fix sort items,2014-04-29 00:36:37+09:00,extend-node-github.js,https://github.com/azu/github-reader/raw/dc39c8fcbb3a9fa366097ed913ffe0b0555dc3a8/app/js/github/extend-node-github.js,https://github.com/azu/github-reader/raw/5e5d03c2a5b5984205f076b404fb15664190f9e7/app/js/github/extend-node-github.js,"@@ -15,7 +15,7 @@ function applyNotificationExtend(Client) {
         };
         client.httpSend(options, block, function (err, res) {
             if (err) {
-                return self.sendError(err, null, msg, callback);
+                return client.sendError(err, null, msg, callback);
             }
 
             var ret;
",18,"return self.sendError(err, null, msg, callback);","return client.sendError(err, null, msg, callback);"
github-reader,https://github.com/azu/github-reader,https://github.com/azu/github-reader/commit/1fe84b1a436da1edbc93ae7497972c08a2ff06bb,1fe84b1a436da1edbc93ae7497972c08a2ff06bb,fix(filter): no filter then return all messages,2016-01-11 20:35:54+09:00,listViewController.js,https://github.com/azu/github-reader/raw/21c78743dec393aad4e19f727a7b4c168222d174/app/js/main/listViewController.js,https://github.com/azu/github-reader/raw/1fe84b1a436da1edbc93ae7497972c08a2ff06bb/app/js/main/listViewController.js,"@@ -87,7 +87,7 @@ function sortDate(aItem, bItem) {
 function userFilter(item) {
     var filterScriptPath = userConfig.getFilterScriptPath();
     if (filterScriptPath == null) {
-        return false;
+        return true;
     }
     var canFilter = require(filterScriptPath);
     return canFilter(item);
",90,return false;,return true;
BosonEditorExperimental,https://github.com/isdampe/BosonEditorExperimental,https://github.com/isdampe/BosonEditorExperimental/commit/b73fddbef472405087b15d5a18217f95e9932ee2,b73fddbef472405087b15d5a18217f95e9932ee2,"Added menubar, menubar module, menubar integration basics,

More bug fixes",2015-03-07 22:21:43+11:00,keybindings.js,https://github.com/isdampe/BosonEditorExperimental/raw/0f9cf801d01212e078621967193958ccd628ed06/core/modules/keybindings.js,https://github.com/isdampe/BosonEditorExperimental/raw/b73fddbef472405087b15d5a18217f95e9932ee2/core/modules/keybindings.js,"@@ -21,7 +21,7 @@ exports.init = function(gui,win,bs) {
 			break;
 			case 17:
 				//Ctrl + Q, Quit.
-				bs.debug();
+				bs.closeBoson();
 			break;
 			case 15:
 				//Ctrl + O, open files.
",24,bs.debug();,bs.closeBoson();
BosonEditorExperimental,https://github.com/isdampe/BosonEditorExperimental,https://github.com/isdampe/BosonEditorExperimental/commit/4da7500dbdef645228588d545c4210fc315d035c,4da7500dbdef645228588d545c4210fc315d035c,"Fixes resizer overflow bug on sidebar,
https://github.com/isdampe/BosonEditorExperimental/issues/1",2015-06-05 16:20:16+10:00,resize.js,https://github.com/isdampe/BosonEditorExperimental/raw/eb485d4f710c039a41a96919ab30246a6f93c7f5/core/modules/resize.js,https://github.com/isdampe/BosonEditorExperimental/raw/4da7500dbdef645228588d545c4210fc315d035c/core/modules/resize.js,"@@ -42,7 +42,7 @@ exports.render = function() {
   var sidebar_width, element_width, sidebar_offset, x;
   sidebar_width = window.getComputedStyle(elements.sidebar).width;
   element_width = window.getComputedStyle(resizeElement).width;
-  x = parseInt(sidebar_width,10) - ( parseInt(element_width) );
+  x = parseInt(sidebar_width,10);
 
   resizeElement.style.left = x + ""px"";
 
",45,"x = parseInt(sidebar_width,10) - ( parseInt(element_width) );","x = parseInt(sidebar_width,10);"
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/4ecc36741e9abdb3e8890650a2e532378ac28552,4ecc36741e9abdb3e8890650a2e532378ac28552,Fixes logging of uncaught exceptions,2015-07-04 22:33:09+03:00,main.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/d8d2c0d1ee694154a90505313331dd6ca0c7ed4b/src/scripts/browser/main.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/4ecc36741e9abdb3e8890650a2e532378ac28552/src/scripts/browser/main.js,"@@ -7,7 +7,7 @@ import Application from './application';
 import manifest from '../../package.json';
 
 // Log uncaught exceptions
-process.on('uncaughtException', ::console.error);
+process.on('uncaughtException', (error) => console.error(error.stack));
 
 // Define the CLI and parse arguments
 const argv = yargs
",10,"process.on('uncaughtException', ::console.error);","process.on('uncaughtException', (error) => console.error(error.stack));"
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/d337a0890523bd01bb344d0fbdbc49f108fc9834,d337a0890523bd01bb344d0fbdbc49f108fc9834,Fixes menu creation from template,2015-07-04 22:33:41+03:00,app-menu.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/4ecc36741e9abdb3e8890650a2e532378ac28552/src/scripts/browser/app-menu.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/d337a0890523bd01bb344d0fbdbc49f108fc9834/src/scripts/browser/app-menu.js,"@@ -16,7 +16,7 @@ class AppMenu extends EventEmitter {
 
     // Set handlers and create the menu
     this.wireUpCommands(template);
-    this.menu = Menu.buildFromTemplate(this.template);
+    this.menu = Menu.buildFromTemplate(template);
   }
 
   /**
",19,this.menu = Menu.buildFromTemplate(this.template);,this.menu = Menu.buildFromTemplate(template);
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/f538720d5c7aef88d25393b4a78e26899977af81,f538720d5c7aef88d25393b4a78e26899977af81,Fixes menu event handling,2015-10-17 11:24:30+03:00,base.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/f0fc6df83dfff0db71df34add92acf63da7f6b3f/src/scripts/browser/menus/base.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/f538720d5c7aef88d25393b4a78e26899977af81/src/scripts/browser/menus/base.js,"@@ -4,7 +4,7 @@ import EventEmitter from 'events';
 class BaseMenu extends EventEmitter {
 
   /**
-   * Build a menu based on a platform-specific template.
+   * Build the menu based on a platform-specific template.
    */
   constructor(template) {
     super();
",7,* Build a menu based on a platform-specific template.,* Build the menu based on a platform-specific template.
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/e6ac4c6a18a38a28de1da2a5a895b324993278c7,e6ac4c6a18a38a28de1da2a5a895b324993278c7,Fixes app build and babel error,2015-12-13 19:58:05+02:00,theme.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/9514f5e280b8999ac064758611d34cadc6351256/src/scripts/renderer/theme.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/e6ac4c6a18a38a28de1da2a5a895b324993278c7/src/scripts/renderer/theme.js,"@@ -11,7 +11,7 @@ import fs from 'fs';
    * Apply a CSS theme file to the app webview.
    */
   ipcr.on('apply-theme', function(event, name) {
-    if (!name || name == 'default') {
+    if (!name) {
       return;
     }
 
",14,if (!name || name == 'default') {,if (!name) {
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/d072bcdf81e5dc92dcb838d04f94cecb7c4c2310,d072bcdf81e5dc92dcb838d04f94cecb7c4c2310,Fixes binding call in the menu template,2015-12-17 15:43:09+02:00,template.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/55d8f687707d8bdfe95a44d559100ae0033115b6/src/scripts/browser/menus/template.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/d072bcdf81e5dc92dcb838d04f94cecb7c4c2310/src/scripts/browser/menus/template.js,"@@ -17,7 +17,7 @@ template = (function parseTemplate(menu, parent) {
 
     // Run parse-time expression
     if (item.parse) {
-      item.parse(item).bind(parent);
+      item.parse.call(parent, item);
     }
 
     // Clean up
",20,item.parse(item).bind(parent);,"item.parse.call(parent, item);"
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/9dd830f0495be3c32422a401e800e5ad9fe2b4c6,9dd830f0495be3c32422a401e800e5ad9fe2b4c6,Fixes menu template filtering by platform,2015-12-17 15:44:42+02:00,menu-edit.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/d072bcdf81e5dc92dcb838d04f94cecb7c4c2310/src/scripts/browser/menus/menu-edit.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/9dd830f0495be3c32422a401e800e5ad9fe2b4c6/src/scripts/browser/menus/menu-edit.js,"@@ -2,7 +2,7 @@ import $ from './expr';
 
 export default {
   label: 'Edit',
-  platform: 'darwin',
+  platform: $.isDarwin,
   submenu: [{
     label: 'Undo',
     accelerator: 'Cmd+Z',
",5,"platform: 'darwin',","platform: $.isDarwin,"
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/9dd830f0495be3c32422a401e800e5ad9fe2b4c6,9dd830f0495be3c32422a401e800e5ad9fe2b4c6,Fixes menu template filtering by platform,2015-12-17 15:44:42+02:00,menu-settings.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/d072bcdf81e5dc92dcb838d04f94cecb7c4c2310/src/scripts/browser/menus/menu-settings.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/9dd830f0495be3c32422a401e800e5ad9fe2b4c6/src/scripts/browser/menus/menu-settings.js,"@@ -2,7 +2,7 @@ import $ from './expr';
 
 export default {
   label: '&Settings',
-  platform: 'nonDarwin',
+  platform: $.isNonDarwin,
   submenu: [{
     type: 'checkbox',
     label: '&Spell Checker',
",5,"platform: 'nonDarwin',","platform: $.isNonDarwin,"
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/8203884b0473df0b7733f353e75434dfde7ea303,8203884b0473df0b7733f353e75434dfde7ea303,Fixes window.show() on activation from dock,2015-12-17 20:50:25+02:00,application.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/abc5d361c9279912274bed62d926299bf1c68383/src/scripts/browser/application.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/8203884b0473df0b7733f353e75434dfde7ea303/src/scripts/browser/application.js,"@@ -72,7 +72,7 @@ class Application extends EventEmitter {
     log('activate app, hasVisibleWindows =', hasVisibleWindows)
     if (!hasVisibleWindows) {
       if (this.mainWindow) {
-        this.mainWindow.show();
+        this.mainWindow.window.show();
       } else {
         this.createAppWindow();
       }
",75,this.mainWindow.show();,this.mainWindow.window.show();
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/cd191dc354d2eda1edfba271c6918369b9bc6667,cd191dc354d2eda1edfba271c6918369b9bc6667,Fix wrong app.exit call,2015-12-18 09:03:27+02:00,expr-click.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/305994f5b14e2dad9e92ae20635e04e1657ea607/src/scripts/browser/menus/expr-click.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/cd191dc354d2eda1edfba271c6918369b9bc6667/src/scripts/browser/menus/expr-click.js,"@@ -12,7 +12,7 @@ export function checkForUpdate() {
 
 export function appQuit() {
   return function(menuItem, browserWindow) {
-    app.exit();
+    app.exit(0);
   };
 }
 
",15,app.exit();,app.exit(0);
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/403d8eafb1b2e8b7976975e03f2932fcd5c972cb,403d8eafb1b2e8b7976975e03f2932fcd5c972cb,"Fixes eslint rules, makes lint pass",2015-12-18 22:06:53+02:00,expr-time-async.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/52ccae90cfca3a38a8dcc4e1abe094cf50b45213/src/scripts/browser/menus/expressions/expr-time-async.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/403d8eafb1b2e8b7976975e03f2932fcd5c972cb/src/scripts/browser/menus/expressions/expr-time-async.js,"@@ -7,7 +7,7 @@ import prefs from '../../utils/prefs';
 export function watchPref(prefKey, getExprs) {
   return function(findMenuItem) {
     prefs.watch(prefKey, newValue => {
-      findMenuItem((menuItem, browserWindow) => {
+      findMenuItem(() => {
         const exprs = getExprs(newValue);
         for (let expr of exprs) {
           expr.apply(this, arguments);
",10,"findMenuItem((menuItem, browserWindow) => {",findMenuItem(() => {
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/403d8eafb1b2e8b7976975e03f2932fcd5c972cb,403d8eafb1b2e8b7976975e03f2932fcd5c972cb,"Fixes eslint rules, makes lint pass",2015-12-18 22:06:53+02:00,preload-webview.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/52ccae90cfca3a38a8dcc4e1abe094cf50b45213/src/scripts/renderer/preload-webview.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/403d8eafb1b2e8b7976975e03f2932fcd5c972cb/src/scripts/renderer/preload-webview.js,"@@ -26,7 +26,7 @@ ipcr.on('spell-checker', function(event, enabled, autoCorrect) {
     });
   } else {
     webFrame.setSpellCheckProvider('en-US', autoCorrect, {
-      spellCheck: function(text) {
+      spellCheck: function() {
         return true;
       }
     });
",29,spellCheck: function(text) {,spellCheck: function() {
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/403d8eafb1b2e8b7976975e03f2932fcd5c972cb,403d8eafb1b2e8b7976975e03f2932fcd5c972cb,"Fixes eslint rules, makes lint pass",2015-12-18 22:06:53+02:00,webview-listeners.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/52ccae90cfca3a38a8dcc4e1abe094cf50b45213/src/scripts/renderer/webview-listeners.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/403d8eafb1b2e8b7976975e03f2932fcd5c972cb/src/scripts/renderer/webview-listeners.js,"@@ -14,7 +14,7 @@ webView.addEventListener('console-message', function(event) {
 });
 
 // Listen for title changes to update the badge
-webView.addEventListener('page-title-updated', function(event) {
+webView.addEventListener('page-title-updated', function() {
   const matches = /\((\d)\)/.exec(webView.getTitle());
   const parsed = parseInt(matches && matches[1], 10);
   const count = isNaN(parsed) || !parsed ? null : '' + parsed;
",17,"webView.addEventListener('page-title-updated', function(event) {","webView.addEventListener('page-title-updated', function() {"
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/ffcc857ea67658d4891da0d6ee76f7277222a724,ffcc857ea67658d4891da0d6ee76f7277222a724,Fixes quit behaviour,2015-12-19 09:43:06+02:00,expr-time-run.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/d6e03f7b0e23f33c9a7918527cf0a6a883112be0/src/scripts/browser/menus/expressions/expr-time-run.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/ffcc857ea67658d4891da0d6ee76f7277222a724/src/scripts/browser/menus/expressions/expr-time-run.js,"@@ -13,7 +13,7 @@ export function checkForUpdate() {
 
 export function appQuit() {
   return function() {
-    app.exit(0);
+    app.quit();
   };
 }
 
",16,app.exit(0);,app.quit();
Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop,https://github.com/Aluxian/Facebook-Messenger-Desktop/commit/b7d62f545ef1592c60db0bae84aec875f326966a,b7d62f545ef1592c60db0bae84aec875f326966a,Fix auto-correction sending to wv,2015-12-19 16:48:24+02:00,context.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/a6526eabc41a322fa4bf3e71b8788b9e13e136ca/src/scripts/browser/menus/context.js,https://github.com/Aluxian/Facebook-Messenger-Desktop/raw/b7d62f545ef1592c60db0bae84aec875f326966a/src/scripts/browser/menus/context.js,"@@ -16,7 +16,7 @@ function create(opt, browserWindow) {
 
     menu.append(new MenuItem({
       label: 'Add to Dictionary', // TODO: Hunspell doesn't remember these
-      click: () => webContents.send('add-selection-to-dictionary')
+      click: () => webContents.send('fwd-webview', 'add-selection-to-dictionary')
     }));
 
     menu.append(new MenuItem({
",19,click: () => webContents.send('add-selection-to-dictionary'),"click: () => webContents.send('fwd-webview', 'add-selection-to-dictionary')"
